Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
BBU.UN,Brookfield Business Partners LP,Buy,Buy,Neutral,50.00930919486049,1.009999999999998,-0.9311470588235906,8.274492111952513,57.398373983739795,52.719585722988974,
ERO,Ero Copper Corp.,Neutral,Neutral,Neutral,46.340034327074136,-1.9399999999999977,-2.6186617647059975,-75.51560179417778,18.99920414545557,17.53168526890739,
ATH,Athabasca Oil Corporation,Buy,Strong buy,Neutral,66.55212672468906,0.75,1.0618823529411916,116.15909469129583,85.76937473341515,87.36787210293961,Bearish Engulfing
CRT.UN,CT Real Estate Investment Trust,Buy,Strong buy,Neutral,58.46661948761912,0.010000000000001563,0.1523970588235315,122.94151050539732,77.8490028490028,80.03228505572916,Spinning Top Black
TKO,Taseko Mines Limited,Buy,Strong buy,Neutral,54.37478621310672,0.5199999999999996,0.5971323529411752,-44.748234221917784,30.23909985935303,33.6615096108767,
BTE,Baytex Energy Corp.,Buy,Strong buy,Neutral,64.34384587106308,0.5499999999999998,0.21770588235294852,208.0792009192944,93.22485751057177,77.79003493289203,
WDO,Wesdome Gold Mines Ltd.,Strong buy,Strong buy,Buy,59.57636032529715,4.68,-0.3432058823529296,95.0784316293596,88.10073700691184,73.12717282826597,
DIR.UN,Dream Industrial Real Estate Investment Trust,Buy,Strong buy,Neutral,55.63115075598559,0,0.07789705882349907,58.618925831204244,65.63092430757848,64.42038641372804,Spinning Top White
POU,Paramount Resources Ltd. Class A,Buy,Strong buy,Neutral,61.211819705033406,1.6600000000000001,1.1802941176470938,142.79138078432337,88.65679754377827,76.85282357108396,
FOM,Foran Mining Corporation,Buy,Buy,Sell,53.093424214950296,0.9900000000000002,0.7045147058823504,10.07359150681604,80.55941504217368,83.78828493771026,
AYA,Aya Gold & Silver Inc.,Strong buy,Strong buy,Neutral,55.33551023055713,3.8900000000000006,-0.4457647058823433,17.26436966456256,59.956422587827085,39.94845982462004,
SVM,Silvercorp Metals Inc.,Strong buy,Strong buy,Neutral,57.47084999979588,2.8599999999999994,-0.04013235294116768,27.36904284080672,73.82543215426209,52.67181266118678,
BEI.UN,Boardwalk Real Estate Investment Trust,Sell,Strong sell,Sell,45.202643342022036,-1.8399999999999892,-0.9683823529412905,-139.89098532494634,34.5599990798568,35.14160618642854,Long Lower Shadow
TVK,"TerraVest Industries, Inc.",Buy,Strong buy,Neutral,57.3973439863728,8.77000000000001,-5.189044117646972,124.7963204213439,75.87733864718255,61.45245212000443,
KXS,"Kinaxis, Inc.",Sell,Strong sell,Neutral,29.69085270918619,0.8900000000000006,-22.516014705882156,-51.486382595061805,18.25191996857023,15.05700204623755,
MFI,Maple Leaf Foods Inc.,Buy,Strong buy,Neutral,58.40056125972969,0.8499999999999979,1.6490735294117584,72.62505294774617,86.89232306923459,93.17738579820656,Bearish Engulfing
CEU,CES Energy Solutions Corp,Buy,Strong buy,Neutral,67.91098364345089,1.5200000000000014,2.1524117647058656,100.2680245610599,86.59437946718653,92.09731497332221,
EFX,Enerflex Ltd.,Buy,Strong buy,Neutral,65.3095510135715,3.629999999999999,2.6692941176470484,128.47063511597136,88.68342776439864,85.93032024893432,
EIT.UN,Canoe EIT Income Fund,Strong buy,Strong buy,Buy,76.48660306632146,0.5600000000000023,0.48542647058825494,129.9026425591046,99.69696969696975,96.06060606060618,
BHC,Bausch Health Companies Inc.,Neutral,Sell,Buy,48.08796181590423,0.5299999999999994,-0.6618676470588074,114.04289761230082,74.2011325141877,73.56587156935011,
WPK,Winpak Ltd.,Strong buy,Strong buy,Buy,81.43185245993243,6.730000000000004,4.429882352941121,119.65168668526894,96.89942206609908,95.52421881763622,
CRR.UN,Crombie Real Estate Investment Trust,Strong buy,Strong buy,Buy,61.667931858132505,0.379999999999999,0.2625441176470549,167.72570823404902,77.53200204813099,77.3529418119046,
USA,Americas Gold and Silver Corporation,Buy,Strong buy,Neutral,55.79770055603418,1.7799999999999994,0.3917941176470574,-8.425506416958749,53.67452801689809,40.709500157407014,
CCA,Cogeco Communications Inc.,Buy,Buy,Neutral,51.50690951995069,2.1499999999999915,0.9020882352943289,33.4799359039897,75.23966036702271,84.43261589812549,
FRU,Freehold Royalties Ltd.,Buy,Strong buy,Sell,71.47693216274926,1.3000000000000007,1.1069117647058881,179.12564943942806,94.29107068462714,96.2362067858074,
SGD,Snowline Gold Corp.,Neutral,Sell,Buy,43.841316681362,0.09999999999999787,-1.2497941176470597,-82.96889841905812,13.691296311985944,10.02632081072337,
HWX,Headwater Exploration Inc.,Buy,Strong buy,Neutral,66.66822850658576,0.8200000000000003,1.0086470588235343,128.0696487541274,87.34717926056857,80.8035791096625,
HR.UN,H&R Real Estate Investment Trust,Sell,Strong sell,Neutral,45.92148381309439,-0.1999999999999993,-0.22127941176481336,-95.19389438945718,28.223844282238417,27.088402270884007,
BB,BlackBerry Limited,Sell,Strong sell,Buy,37.256889678777945,0.08000000000000007,-0.36170588235294243,-43.83382401046521,36.74603174603178,28.930009201748362,
BLX,Boralex Inc. Class A,Buy,Buy,Buy,52.15146016928606,0.620000000000001,0.6503676470588395,37.83682459347116,59.94353998391344,68.42480526048321,
SXGC,Southern Cross Gold Consolidated Ltd.,Buy,Strong buy,Neutral,51.52075962304994,1.1600000000000001,-0.054161764705879634,-32.47519442209647,49.61198176163301,43.54135944387111,
NWC,North West Company Inc.,Buy,Strong buy,Sell,71.79868076763809,3.049999999999997,4.307617647058812,110.38349491904141,94.25574338968357,93.70758312532412,
VNP,5N Plus Inc.,Strong buy,Strong buy,Buy,70.53651664165025,3.8100000000000023,4.765647058823536,89.77849873510621,85.20965461384294,82.13676800331282,
RUS,Russel Metals Inc.,Neutral,Neutral,Neutral,48.01373967026984,-1.8200000000000003,-0.523338235294176,-74.42817203366984,29.341317365269436,28.689288090485693,
HPS.A,Hammond Power Solutions Inc. Class A,Strong buy,Strong buy,Buy,69.21626740239427,28.22999999999999,26.986632352941427,110.31012012602947,86.50759764688826,81.3681769140304,
PNG,Kraken Robotics Inc,Buy,Strong buy,Neutral,56.45913149509256,0.7699999999999996,-0.11216176470588213,36.08491581621689,68.03627268502407,48.62463200548975,
CURA,"Curaleaf Holdings, Inc.",Sell,Strong sell,Neutral,46.65442568010866,0.25,-0.04730882352941501,38.420696978473636,67.86701585915904,69.3199700052603,
RCH,Richelieu Hardware Ltd,Strong buy,Strong buy,Neutral,72.81451766019222,2.5799999999999983,2.0404999999999305,139.7502765923878,97.46375670996287,92.40493465965237,
BDGI,Badger Infrastructure Solutions Ltd,Buy,Strong buy,Buy,51.781416488750374,4.11999999999999,-4.76752941176467,5.2413725538226466,53.92023624371416,42.47910256964645,
FIH.U,Fairfax India Holdings Corp,Strong buy,Strong buy,Buy,55.40376634530697,0.9600000000000009,0.09602941176474289,100.51490318369683,73.81195707715912,69.11568692656208,
ARE,Aecon Group Inc.,Buy,Strong buy,Buy,62.64952475112588,2.9399999999999977,2.4617941176470524,119.83787928579225,90.54542083328067,84.24957621623602,
ABRA,AbraSilver Resource Corp.,Buy,Strong buy,Neutral,59.1315652454851,2.66,0.7899117647058809,103.09948474038804,62.34432234432234,51.42857142857142,
EXE,Extendicare Inc.,Buy,Strong buy,Sell,64.66498282040092,0.33999999999999986,1.6463970588235242,72.92594091461042,75.05446211577448,82.55909113327372,Spinning Top Black
SIA,Sienna Senior Living Inc.,Buy,Strong buy,Neutral,64.19041916056666,0.7699999999999996,1.3496617647058748,97.09235806999091,77.206625491297,85.8861746435389,Spinning Top Black
VET,Vermilion Energy Inc.,Strong buy,Strong buy,Buy,64.58275858209026,1.1800000000000015,1.1739705882353046,125.11094817273042,81.40351636305945,73.60035384785503,
TSU,Trisura Group Ltd.,Buy,Strong buy,Neutral,57.40438256766657,2.759999999999998,3.512367647058838,81.59497769547143,64.66825160355062,74.31704884421386,
NFI,NFI Group Inc.,Buy,Strong buy,Buy,65.08324489197756,1.0100000000000016,1.1522058823529555,146.08354105295194,85.73281452658887,89.48755590508438,"Hanging Man, Long Lower Shadow"
VRNO,Verano Holdings Corp Class A,Strong sell,Strong sell,Sell,38.5750114768591,-0.3699999999999999,-0.25188235294117645,-144.38884917798345,21.969696969696965,15.903740244825519,
IAU,i-80 Gold Corp,Buy,Strong buy,Neutral,55.515480336051205,0.29000000000000004,0.2069411764705893,10.089020771513558,53.030303030303024,52.02020202020203,
SLS,Solaris Resources Inc,Neutral,Neutral,Neutral,48.52473783825188,-0.14000000000000057,0.14044117647057952,-103.76697941464778,20.280261680795835,19.115976106247317,
CYB,Cymbria Corporation Class A,Strong buy,Strong buy,Neutral,59.51755409807926,6.140000000000001,2.326205882352994,82.77427227104602,70.15341701534169,59.679053574247185,Marubozu White
ALS,Altius Minerals Corporation,Strong buy,Strong buy,Neutral,53.76296673914181,3.009999999999998,-0.5458529411764985,1.9749835418048358,61.56356505017042,48.07461732057933,Marubozu White
HMMC,Hemlo Mining Corp,Strong buy,Strong buy,Neutral,61.074198861250785,1.2200000000000006,0.6903088235294126,93.78407851690321,77.8523489932886,70.54436987322894,
PMZ.UN,Primaris Real Estate Investment Trust,Strong buy,Strong buy,Buy,69.04518805380604,0.33999999999999986,0.5790294117646795,128.60567917883833,88.27233372687913,87.1842523357675,
KMP.UN,Killam Apartment REIT,Sell,Strong sell,Neutral,45.15758476285153,-0.5399999999999991,-0.42726470588245036,-112.31990591001151,27.595628415300514,25.045537340619276,
PXT,Parex Resources Inc.,Strong buy,Strong buy,Buy,61.747103467350165,1.5700000000000003,1.143941176470669,150.5226480836217,86.92807542935417,69.37663429053025,
CNL,Collective Mining Ltd,Buy,Strong buy,Neutral,55.19088143218525,2.4499999999999993,-0.09191176470589113,0.3174099349306748,38.442437539330236,24.312516908844696,Marubozu White
SDE,Spartan Delta Corp,Strong buy,Strong buy,Buy,69.38463250171458,1.0700000000000003,1.0883088235294203,168.36908409942092,93.24908066843552,84.1373799438315,Doji
GTII,Green Thumb Industries Inc.,Strong sell,Strong sell,Sell,40.30764797674965,-0.5,-1.1041176470588319,-102.59620256937542,21.20777763928705,21.281899347843964,
PET,Pet Valu Holdings Ltd.,Buy,Buy,Neutral,54.316382524505634,0.28000000000000114,0.31858823529420377,70.3312664096966,87.24611176361041,84.41000005376391,Spinning Top White
LNF,Leon's Furniture Limited,Strong buy,Strong buy,Neutral,59.80894423761367,1.25,-0.18602941176478183,224.0523832764084,82.12634198130542,67.53264632674455,Spinning Top White
LIF,Labrador Iron Ore Royalty Corporation,Strong buy,Strong buy,Buy,58.60188674641,1.4600000000000009,-0.1807794117646715,157.90011443517173,79.34363188600476,76.40902725648486,
TOY,Spin Master Corp,Buy,Buy,Buy,51.80574532576863,0.4700000000000024,0.29038235294114756,77.78097338063027,61.799194153965665,63.14776696772668,Bearish Engulfing
TCL.A,Transcontinental Inc. Class A,Buy,Strong buy,Neutral,55.23842348958568,0.4299999999999997,0.29508823529411643,-5.714285714288915,52.70917527316261,58.93079878261733,
ASM,Avino Silver & Gold Mines Ltd.,Buy,Buy,Neutral,50.85043026854663,0.16999999999999993,0.8816470588235372,-97.73643150976754,20.703748269842038,19.57637911514654,
WTE,Westshore Terminals Investment Corporation,Buy,Strong buy,Neutral,66.29379333994274,0.8499999999999979,1.7411911764706112,73.59661563450774,65.86067369257437,62.95185247348081,
ELE,Elemental Royalty Corporation,Strong buy,Strong buy,Neutral,57.99623306295287,4.920000000000002,0.8137647058823347,118.65763149403162,64.47987830296744,43.11698655507689,
BIR,Birchcliff Energy Ltd.,Sell,Strong sell,Neutral,44.03981891374963,-0.11999999999999922,-0.1662058823529513,-108.21450861779466,40.51250479340427,35.82740387322278,
GSY,goeasy Ltd.,Sell,Strong sell,Neutral,33.011866706901486,-10.840000000000003,-8.298205882352903,-164.27270790151633,12.890854899309602,19.23932298059165,
IIP.UN,InterRent Real Estate Investment Trust,Strong buy,Strong buy,Neutral,62.10655497231796,0.0600000000000005,0.02457352941180524,90.90909090902797,78.90909090909109,68.28282828282846,
SIS,Savaria Corporation,Strong buy,Strong buy,Buy,62.47960610430049,0.8200000000000003,0.5962794117647157,130.22640885804003,88.98253321487947,82.46666685912645,
VZLA,Vizsla Silver Corp.,Sell,Strong sell,Neutral,35.916009409159386,-0.54,-2.0994999999999973,-61.26424298839871,19.240815843154362,13.675817356978522,
SVI,StorageVault Canada Inc.,Buy,Strong buy,Buy,53.623830304712335,0.040000000000000036,-0.1162058823529426,61.46038906118319,65.00000000000004,55.22357723577238,
CHE.UN,Chemtrade Logistics Income Fund,Strong buy,Strong buy,Neutral,61.90861786784388,0.19000000000000128,0.4683970588235251,72.79020016624239,56.21521335807042,58.48393229345601,
RBX,"Robex Resources, Inc.",Buy,Strong buy,Buy,71.73061796224331,1.4500000000000002,0.8207794117647103,142.6817100314686,94.9579831932773,95.10521116659224,
LB,Laurentian Bank of Canada,Strong buy,Strong buy,Neutral,72.15666776792378,0.20000000000000284,0.12158823529413354,192.69662921347472,78.2945736434104,71.15325651818246,Marubozu White
BDT,Bird Construction Inc.,Strong buy,Strong buy,Buy,62.60408954318678,2.1900000000000013,0.6218382352941383,160.98802996207283,79.51610614445859,67.11839553474289,
AAV,Advantage Energy Ltd,Sell,Strong sell,Neutral,42.14415048025706,-0.2599999999999998,-0.3220147058823386,-101.90349712261535,16.41025641025639,14.786324786324803,
AFM,Alphamin Resources Corp.,Strong buy,Strong buy,Neutral,56.865140738469876,0.11999999999999988,-0.058632352941176524,21.015585721466973,45.555555555555564,27.10089399744574,
LSPD,Lightspeed Commerce Inc,Sell,Strong sell,Buy,34.94357838566283,0.05000000000000071,-2.2374852941176577,-37.54697391512106,35.93604108309993,29.83636686115499,"Gravestone Doji, Inverted Hammer, Long Upper Shadow"
III,Imperial Metals Corporation,Neutral,Sell,Neutral,38.266947119345716,-1.6099999999999994,-1.5546764705882392,-116.72137401546665,13.038044680380489,10.934734534187164,
RUP,Rupert Resources Ltd.,Strong buy,Strong buy,Buy,56.08063679262264,0.9399999999999995,-0.005647058823525342,60.526918671247635,78.87886027649807,63.492596399420535,
AIF,Altus Group Limited,Sell,Sell,Buy,41.80176901854337,1.6499999999999986,-8.072500000000076,-18.276674258141895,42.80425916053212,30.418034092973908,
RAY,"Stingray Group, Inc.",Neutral,Neutral,Neutral,,,,,,,
RAY,"Stingray Group, Inc.",Buy,Buy,Neutral,49.208956895044395,-0.9599999999999973,0.9412352941176412,-61.64678833165535,29.31909142886846,41.135713914444636,
CJ,Cardinal Energy Ltd.,Buy,Strong buy,Neutral,64.3534375734407,0.8100000000000005,0.6401911764705925,156.48058225332989,93.59371971312267,89.02060764001061,
KEL,Kelt Exploration Ltd.,Buy,Strong buy,Neutral,59.1988737917657,0.839999999999999,0.5523823529411676,132.93210854186376,85.56619507706459,80.98736676635222,
MEQ,Mainstreet Equity Corp.,Buy,Strong buy,Buy,63.412700570018586,10.340000000000003,-0.28273529411734444,146.48668865729368,94.2895992348997,76.8985877117589,Marubozu White
MTL,Mullen Group Ltd.,Strong buy,Strong buy,Neutral,58.07759055052828,0.28999999999999915,0.2613823529411725,72.4600819556273,70.67395264116581,63.81299332119011,
GCG,Guardian Capital Group Limited,Buy,Strong buy,Neutral,65.23684299515881,0.09999999999999432,0.12108823529409563,230.53688005458662,95.49549549549452,90.09009009008811,
GOOS,"Canada Goose Holdings, Inc.",Neutral,Neutral,Buy,50.73942374136912,2.459999999999999,-0.6587941176471119,52.811173273022185,68.68686868686869,64.3874643874644,
CFP,Canfor Corporation,Neutral,Sell,Neutral,44.38831874431853,-0.9000000000000004,0.4405441176470717,-164.63329126349794,16.81782138963228,24.50110681600421,
GTWO,"G2 Goldfields, Inc.",Neutral,Sell,Neutral,45.68574877355171,0.2999999999999998,-0.3371323529411727,-85.45703030790241,22.033467994295197,22.921308985605123,Spinning Top White
JWEL,"Jamieson Wellness, Inc.",Strong buy,Strong buy,Buy,75.51280854698591,2.8599999999999994,2.269000000000034,152.45826239217232,97.05499903679447,94.77331232716283,
UNC,United Corporations Limited,Sell,Strong sell,Neutral,29.481154930197476,-1.3999999999999986,-0.9836176470588072,-155.57941011093007,6.009340029958622,5.280325587658822,
TRUL,Trulieve Cannabis Corp.,Sell,Strong sell,Neutral,38.54378738345935,-0.9600000000000009,-1.7521176470588333,-88.92634589845737,16.521739130434785,13.265014003454306,
BITF,Bitfarms Ltd.,Sell,Strong sell,Neutral,39.53722072179294,0.45999999999999996,-0.5940000000000025,-57.49927110666827,49.386189258312015,46.925889549074725,
LAS.A,"Lassonde Industries, Inc. Class A",Strong buy,Strong buy,Buy,57.76842411031033,8.689999999999998,6.510279411764003,87.03392879798443,62.0716090287007,66.22092227488092,
PD,Precision Drilling Corporation,Buy,Strong buy,Neutral,63.49608537325707,6.909999999999997,11.238176470588229,81.67720185419316,83.61863023240626,84.53533618789659,
MER,Meren Energy Inc.,Strong buy,Strong buy,Buy,63.86139574331394,0.18999999999999995,0.22616176470588067,113.61774998138644,61.11111111111111,63.88888888888889,
HG,Hydrograph Clean Power Inc,Strong buy,Strong buy,Neutral,71.61358017037699,1.5699999999999998,0.4083823529411763,234.37376842437206,93.39427528794617,89.41493270926402,
ORE,Orezone Gold Corporation,Buy,Buy,Neutral,53.23368638081319,0.16000000000000014,0.0917058823529402,-54.49493591467239,33.95056179775283,27.22447328436353,
RGSI,"Rockpoint Gas Storage, Inc. Class A",Sell,Strong sell,Neutral,45.456909251271945,-1.8599999999999994,-0.03233823529410884,-50.747666286248865,17.435888422914633,33.551626538414354,
NWH.UN,Northwest Healthcare Properties Real Estate Investment Trust,Buy,Strong buy,Neutral,64.61648024332393,0.20999999999999996,0.2213382352940254,147.55463059312717,91.40499194847011,88.88929057274758,
CJT,Cargojet Inc.,Buy,Strong buy,Neutral,63.655920036146796,3.8100000000000023,3.310926470588228,129.83096889074085,70.49199305421567,61.23731106249438,Doji
ATX,ATEX Resources Inc.,Buy,Strong buy,Neutral,57.03217739748694,0.30000000000000027,0.17167647058823832,24.84322238302027,60.587349397590344,52.699129852744335,
APM,Andean Precious Metals Corp,Buy,Strong buy,Buy,52.89457363464573,1.7100000000000009,-0.776426470588234,11.641926678044442,66.81104382896427,42.88775600965399,
TNZ,Tenaz Energy Corp,Buy,Strong buy,Sell,71.66151307725411,5.520000000000003,7.979794117647067,143.97312908725405,91.88190659137854,93.12846058874163,Bearish Engulfing
RIO,RIO2 Limited,Buy,Buy,Neutral,49.86288943180865,0.3299999999999996,-0.20116176470588298,-30.22831050228278,46.40027899683327,34.037850852233284,Spinning Top White
CAS,Cascades Inc.,Strong buy,Strong buy,Buy,62.0651445684052,0.7899999999999991,0.5936470588235103,104.70085470085306,82.98399819697998,82.4906718753913,Marubozu White
